date,price,bedrooms,bathrooms,home sqft,lot sqft,floors,condition,year built,street,city,country
2014-05-23 00:00:00,1200000.0,4.0,3.5,4740,172497,2.0,3,2003,19933 NE 85th St,Redmond,USA
2014-05-23 00:00:00,300000.0,2.0,1.0,1340,7788,1.0,3,1947,7111 S Ryan St,Seattle,USA
2014-05-23 00:00:00,670500.0,4.0,2.0,1590,6750,1.0,3,1951,2333 12th Ave E,Seattle,USA
2014-05-23 00:00:00,552000.0,3.0,1.0,1430,5000,1.0,4,1919,6008 29th Ave NE,Seattle,USA
2014-05-23 00:00:00,244000.0,4.0,1.0,1450,8960,1.0,3,1943,1011 SW 118th St,Seattle,USA
2014-05-23 00:00:00,788600.0,4.0,2.75,3500,7200,2.0,3,2005,8930-9034 236th Ave NE,Redmond,USA
2014-05-23 00:00:00,445000.0,3.0,2.0,1630,8702,1.0,3,1987,1905 NE 29th Ct,Renton,USA
2014-05-23 00:00:00,530000.0,4.0,1.75,1814,5000,1.0,4,1951,7532 44th Ave NE,Seattle,USA
2014-05-23 00:00:00,90000.0,2.0,1.0,580,7500,1.0,3,1943,6621 S 131st Pl,Seattle,USA
2014-05-23 00:00:00,585000.0,3.0,2.0,1670,4572,1.5,3,1931,7705 13th Ave NW,Seattle,USA
2014-05-23 00:00:00,498000.0,2.0,2.0,1140,8282,1.0,3,1924,2086 Market St,Kirkland,USA
2014-05-23 00:00:00,379000.0,2.0,1.0,800,6380,1.0,3,1940,1709 NE 86th St,Seattle,USA
2014-05-23 00:00:00,462000.0,3.0,1.75,1300,2580,1.0,5,1919,825 NE 63rd St,Seattle,USA
2014-05-23 00:00:00,388000.0,4.0,2.5,2440,7155,2.0,3,1993,16032 SE 170th Pl,Renton,USA
2014-05-23 00:00:00,255000.0,3.0,2.0,1490,8371,1.5,3,1984,11405 SE 229th St,Kent,USA
2014-05-23 00:00:00,665000.0,3.0,2.75,1800,9550,1.0,4,1966,12115 SE 44th Pl,Bellevue,USA
2014-05-23 00:00:00,550000.0,3.0,2.0,1830,9152,1.0,5,1959,11815 SE 56th St,Bellevue,USA
2014-05-23 00:00:00,606000.0,3.0,1.0,1500,3920,1.0,3,1947,128 NW 59th St,Seattle,USA
2014-05-23 00:00:00,334000.0,4.0,2.5,2210,6080,1.0,4,1965,12413 84th Ave S,Seattle,USA
2014-05-23 00:00:00,360000.0,3.0,2.0,1270,1323,3.0,3,2006,8830 Midvale Ave N,Seattle,USA
2014-05-23 00:00:00,235000.0,2.0,1.0,1140,1730,1.5,3,2007,3002 SW Cycle Ct,Seattle,USA
2014-05-23 00:00:00,580000.0,3.0,2.5,1620,1173,3.0,3,2008,5410 Greenwood Ave N,Seattle,USA
2014-05-23 00:00:00,355000.0,3.0,2.0,1220,1186,3.0,3,2007,9245a Interlake Ave N,Seattle,USA
2014-05-23 00:00:00,375000.0,2.0,2.5,750,1430,2.0,3,2006,1700 E Columbia St,Seattle,USA
2014-05-24 00:00:00,372000.0,4.0,1.75,1960,9300,1.0,5,1979,16803 426th Pl SE,North Bend,USA
2014-05-24 00:00:00,479000.0,3.0,1.0,1370,3000,1.5,3,1924,611 N 46th St,Seattle,USA
2014-05-24 00:00:00,2000000.0,5.0,4.0,4580,4443,3.0,3,2004,4277 E Lake Sammamish Shore Ln SE,Sammamish,USA
2014-05-24 00:00:00,1680000.0,4.0,4.25,5584,68257,2.0,3,1998,29002 NE 3rd Way,Carnation,USA
2014-05-24 00:00:00,501000.0,2.0,1.0,1010,4320,1.0,5,1924,7550 Roosevelt Way NE,Seattle,USA
2014-05-24 00:00:00,245000.0,3.0,1.75,1260,6908,1.0,3,1994,23221 SE 242nd St,Maple Valley,USA
2014-05-24 00:00:00,496700.0,3.0,2.5,1740,5782,2.0,4,1989,3512 253rd Ct SE,Issaquah,USA
2014-05-24 00:00:00,347000.0,4.0,1.5,2670,10026,2.0,3,1996,1121 48th Ct SE,Auburn,USA
2014-05-24 00:00:00,199000.0,2.0,1.0,720,7200,1.0,5,1943,3113 SE 6th St,Renton,USA
2014-05-24 00:00:00,440500.0,3.0,2.5,2460,4399,2.0,3,2007,34214 SE Carmichael St,Snoqualmie,USA
2014-05-24 00:00:00,820000.0,4.0,2.5,3670,7000,2.0,3,2005,19454 SE 27th Pl,Sammamish,USA
2014-05-25 00:00:00,325000.0,4.0,3.5,2630,3435,1.5,3,1984,18641 48th Pl S,SeaTac,USA
2014-05-25 00:00:00,195000.0,3.0,1.75,1570,8459,1.0,3,1991,1168 Semanski St,Enumclaw,USA
2014-05-25 00:00:00,675000.0,3.0,3.0,2980,28000,1.0,3,1981,15017-15023 NE 144th St,Redmond,USA
2014-05-25 00:00:00,295000.0,3.0,2.5,1560,4200,2.0,3,2003,23620 SE 243rd Pl,Maple Valley,USA
2014-05-25 00:00:00,355300.0,3.0,2.5,1620,7410,1.0,5,1955,19584-19766 Meridian Ave N,Shoreline,USA
2014-05-26 00:00:00,276000.0,3.0,1.0,1140,5000,1.0,3,1960,5403 23rd Ave SW,Seattle,USA
2014-05-26 00:00:00,460000.0,2.0,1.5,2730,19877,1.0,4,1976,19807 330th Ave NE,Duvall,USA
2014-05-26 00:00:00,880000.0,3.0,2.0,2130,35169,1.0,4,1989,16704 162nd Ave NE,Woodinville,USA
2014-05-26 00:00:00,370000.0,3.0,2.5,1780,4050,2.0,3,2001,1743 NE 146th St,Shoreline,USA
2014-05-26 00:00:00,346000.0,4.0,2.5,2100,3916,2.0,3,2009,11674 SE 189th Pl,Renton,USA
2014-05-26 00:00:00,172500.0,3.0,1.0,1140,8800,1.0,3,1972,4804 S 378th St,Auburn,USA
2014-05-26 00:00:00,379950.0,3.0,1.5,1690,9144,1.0,4,1956,6601 NE 153rd Pl,Kenmore,USA
2014-05-27 00:00:00,468000.0,2.0,1.0,1160,6000,1.0,4,1942,3169 NE 85th St,Seattle,USA
2014-05-27 00:00:00,477000.0,4.0,2.75,1720,6270,2.0,3,1978,5149 S Graham St,Seattle,USA
2014-05-27 00:00:00,529000.0,3.0,1.0,1210,3328,1.5,4,1924,6015 5th Ave NW,Seattle,USA
2014-05-27 00:00:00,312000.0,3.0,1.5,1255,1374,3.0,3,2004,11716 16th Ave NE,Seattle,USA
2014-05-27 00:00:00,326100.0,2.0,1.0,880,7683,1.0,3,1942,11709 3rd Ave NW,Seattle,USA
2014-05-27 00:00:00,360000.0,3.0,1.0,1050,9206,1.5,3,1954,10710 Lake City Way NE,Seattle,USA
2014-05-27 00:00:00,438000.0,3.0,1.75,1650,12940,1.0,4,1961,18504 57th Ave NE,Kenmore,USA
2014-05-27 00:00:00,360000.0,3.0,1.0,1570,9467,1.0,3,1954,19141 1st Ave NW,Shoreline,USA
2014-05-27 00:00:00,1050000.0,4.0,2.5,2920,7200,1.0,3,1921,3438-3474 S Charles St,Seattle,USA
2014-05-27 00:00:00,688000.0,4.0,3.0,3000,4000,1.5,3,1913,3220 19th Ave S,Seattle,USA
2014-05-27 00:00:00,585000.0,3.0,1.75,1850,7735,1.0,4,1983,4640 193rd Ave SE,Issaquah,USA
2014-05-27 00:00:00,265000.0,3.0,2.5,1440,7741,1.0,4,1983,11009 SE 220th Pl,Kent,USA
2014-05-27 00:00:00,375000.0,3.0,1.75,1440,8775,1.0,3,1973,13607 128th Ave NE,Kirkland,USA
2014-05-27 00:00:00,326500.0,3.0,1.0,1810,12375,2.0,3,1970,15717 126th Pl NE,Woodinville,USA
2014-05-27 00:00:00,160000.0,2.0,1.0,1180,9350,1.0,3,1918,12662 60th Ave S,Seattle,USA
2014-05-27 00:00:00,1570000.0,4.0,3.75,3070,5850,2.0,5,1927,1527 39th Ave E,Seattle,USA
2014-05-27 00:00:00,735000.0,5.0,2.75,3390,5211,2.0,3,2004,Trossachs Blvd SE,Sammamish,USA
2014-05-27 00:00:00,400000.0,2.0,1.0,1470,6120,1.0,2,1940,3825 NE 87th St,Seattle,USA
2014-05-27 00:00:00,800000.0,4.0,2.5,2680,7200,1.0,3,1952,11540 NE 91st St,Kirkland,USA
2014-05-27 00:00:00,949880.0,4.0,2.25,2290,10687,2.0,3,1978,10413 SE 25th St,Bellevue,USA
2014-05-27 00:00:00,405000.0,3.0,1.75,1980,8100,1.0,4,1949,2317 N 147th St,Shoreline,USA
2014-05-27 00:00:00,399000.0,4.0,2.5,2870,9292,2.0,3,1979,16727 163rd Pl SE,Renton,USA
2014-05-27 00:00:00,730001.0,3.0,2.0,1840,4750,1.0,5,1951,7741 29th Ave NW,Seattle,USA
2014-05-27 00:00:00,1795000.0,4.0,3.25,4060,13000,2.0,3,2000,6875 SE 33rd St,Mercer Island,USA
2014-05-27 00:00:00,260000.0,3.0,2.0,1630,8018,1.0,3,2003,311 Dereks Pl,Pacific,USA
2014-05-27 00:00:00,751750.0,2.0,2.0,1880,5400,1.5,3,1902,516 16th Ave E,Seattle,USA
2014-05-27 00:00:00,325000.0,3.0,1.75,1780,13095,1.0,4,1983,26222 142nd Ave SE,Kent,USA
2014-05-27 00:00:00,344950.0,4.0,2.0,2330,6250,1.0,4,1941,440 Scenic Way,Kent,USA
2014-05-27 00:00:00,457500.0,3.0,1.75,1840,4030,1.0,5,1925,1626 S Bennett St,Seattle,USA
2014-05-27 00:00:00,389000.0,5.0,2.0,2330,10750,1.0,4,1962,14323 73rd Ave NE,Kenmore,USA
2014-05-27 00:00:00,515000.0,4.0,2.5,3200,6473,2.0,3,2005,5201 NE 11th Ct,Renton,USA
2014-05-27 00:00:00,732000.0,3.0,2.5,2330,1987,2.0,3,2004,6123 37th Ave NW,Seattle,USA
2014-05-27 00:00:00,415000.0,3.0,2.25,1950,8868,1.0,3,1964,1531 NE 172nd St,Shoreline,USA
2014-05-27 00:00:00,1655000.0,4.0,3.5,3080,4815,2.0,3,1937,2441-2499 Crane Dr W,Seattle,USA
2014-05-27 00:00:00,535000.0,2.0,1.0,1040,5527,1.0,3,1951,6559 42nd Ave NE,Seattle,USA
2014-05-27 00:00:00,540000.0,4.0,4.25,1960,3565,2.0,3,1940,2113 41st Ave SW,Seattle,USA
2014-05-27 00:00:00,525000.0,5.0,3.0,2750,3800,1.5,5,1926,7550 14th Avenue Northeast,Seattle,USA
2014-05-27 00:00:00,570000.0,3.0,1.75,1930,36210,1.0,3,1977,15816 NE 195th St,Woodinville,USA
2014-05-27 00:00:00,569950.0,5.0,4.5,4850,40902,2.0,3,2001,31617 6th Ave SW,Federal Way,USA
2014-05-27 00:00:00,283200.0,4.0,2.5,1982,6406,2.0,3,2004,26526 111th Pl SE,Kent,USA
2014-05-27 00:00:00,1100000.0,3.0,2.75,2640,4050,1.5,5,1926,1532 McGilvra Blvd E,Seattle,USA
2014-05-27 00:00:00,830000.0,4.0,2.5,1850,50662,1.0,3,1978,5022 Private Rd,Redmond,USA
2014-05-27 00:00:00,495000.0,4.0,2.25,1940,9144,1.0,4,1956,1805 154th Ave SE,Bellevue,USA
2014-05-27 00:00:00,292050.0,5.0,3.0,2840,7199,1.0,3,2003,10719 47th Ave S,Tukwila,USA
2014-05-27 00:00:00,415000.0,5.0,1.5,1900,10226,1.0,3,1961,8605 NE 137th St,Kirkland,USA
2014-05-27 00:00:00,295832.0,5.0,1.0,1410,6400,1.0,5,1955,20208 1st Pl S,Des Moines,USA
2014-05-27 00:00:00,450000.0,4.0,2.5,2520,8515,2.0,3,1999,28312 NE 138th Pl,Duvall,USA
2014-05-27 00:00:00,1381000.0,4.0,3.75,3160,9525,2.5,3,1997,4646 88th Ave SE,Mercer Island,USA
2014-05-27 00:00:00,857000.0,4.0,3.0,3720,29043,2.0,3,1991,10161 134th Pl NE,Kirkland,USA
2014-05-27 00:00:00,499950.0,3.0,3.5,1820,1501,2.0,3,2014,729 Martin Luther King Jr Way S,Seattle,USA
2014-05-27 00:00:00,465000.0,3.0,2.0,1560,8640,1.0,5,1967,14216-14228 117th Ave NE,Kirkland,USA
2014-05-27 00:00:00,329000.0,3.0,1.0,1600,5952,1.0,4,1964,8127 22nd Ave SW,Seattle,USA
2014-05-27 00:00:00,475000.0,3.0,2.0,1230,11502,1.0,4,1984,15918 NE 113th Ct,Redmond,USA
2014-05-27 00:00:00,255000.0,3.0,1.0,960,8100,1.0,3,1955,20234 20th Ave NE,Shoreline,USA
2014-05-27 00:00:00,435000.0,3.0,1.0,1270,4000,1.5,3,1928,3824 35th Ave SW,Seattle,USA
2014-05-27 00:00:00,685000.0,3.0,2.5,2810,7700,2.0,3,2001,6231 Lake Washington Blvd SE,Bellevue,USA
2014-05-27 00:00:00,715000.0,2.0,2.5,2160,5581,1.0,3,2002,23744 NE 116th Pl,Redmond,USA
2014-05-27 00:00:00,780000.0,3.0,3.0,2520,2152,1.5,3,1925,1906 11th Ave W,Seattle,USA
2014-05-27 00:00:00,345000.0,2.0,1.5,1180,844,2.0,3,2005,323 25th Ave S,Seattle,USA
2014-05-27 00:00:00,355000.0,4.0,2.25,1810,4970,2.0,3,2003,1035 Duvall Pl NE,Renton,USA
2014-05-27 00:00:00,282000.0,3.0,2.5,1680,15711,1.0,3,1994,20020 127th Pl SE,Kent,USA
2014-05-27 00:00:00,244000.0,3.0,1.0,910,5250,1.0,4,1971,1256 SW 146th St,Burien,USA
2014-05-27 00:00:00,967500.0,3.0,3.75,3250,5797,2.0,4,1951,3041 37th Ave W,Seattle,USA
2014-05-27 00:00:00,375000.0,3.0,1.5,2000,7294,1.0,3,1965,5230 S Rose St,Seattle,USA
2014-05-27 00:00:00,1600000.0,3.0,3.25,3790,19000,2.0,3,1985,17780 13th Ave NW,Seattle,USA
2014-05-27 00:00:00,527500.0,3.0,1.75,2310,78844,1.0,3,1977,1950 NW Goode Pl,Issaquah,USA
2014-05-27 00:00:00,994000.0,3.0,2.25,2510,6339,1.5,5,1932,3227 Whalley Pl W,Seattle,USA
2014-05-27 00:00:00,313000.0,3.0,1.75,1320,6205,1.0,5,1948,15345 Stone Ave N,Shoreline,USA
2014-05-27 00:00:00,587000.0,3.0,2.25,2370,217800,2.0,3,1979,3118 264th Ave NE,Redmond,USA
2014-05-27 00:00:00,304000.0,3.0,1.0,900,7500,1.0,4,1972,7725 NE 143rd St,Kirkland,USA
2014-05-27 00:00:00,675000.0,3.0,2.5,2540,7680,2.0,4,1940,12037 6th Ave NW,Seattle,USA
2014-05-27 00:00:00,305000.0,4.0,1.0,2100,9288,1.0,4,1968,16423 126th Pl SE,Renton,USA
2014-05-27 00:00:00,280000.0,3.0,1.0,1200,6250,1.0,3,1943,10424 2nd Ave S,Seattle,USA
2014-05-27 00:00:00,960000.0,5.0,4.0,3720,15200,2.0,3,2005,1414 235th Pl SE,Sammamish,USA
2014-05-27 00:00:00,500000.0,3.0,2.25,1760,4539,2.0,3,1988,3728 246th Ave SE,Issaquah,USA
2014-05-27 00:00:00,274950.0,3.0,1.75,1670,7415,1.0,3,1987,16828 SE 251 St,Covington,USA
2014-05-27 00:00:00,455600.0,3.0,2.5,2420,8252,2.0,3,1998,7000 Autumn Ave SE,Snoqualmie,USA
2014-05-27 00:00:00,970000.0,5.0,3.0,3480,15185,2.0,4,1964,3601-3733 Greenbrier Ln,Mercer Island,USA
2014-05-27 00:00:00,312900.0,4.0,2.5,1630,4473,2.0,3,2003,24506 SE 276th Ct,Maple Valley,USA
2014-05-27 00:00:00,535000.0,4.0,2.5,2340,5600,2.0,3,1921,10207 37th Ave SW,Seattle,USA
2014-05-27 00:00:00,427000.0,2.0,1.0,920,3780,1.0,3,1910,807 N 42nd St,Seattle,USA
2014-05-27 00:00:00,405000.0,2.0,1.0,910,6490,1.0,3,1942,8221 21st Ave NE,Seattle,USA
2014-05-27 00:00:00,480000.0,3.0,1.0,1150,4945,1.0,3,1943,4103 37th Ave SW,Seattle,USA
2014-05-27 00:00:00,725000.0,3.0,1.5,2500,4774,1.5,3,1940,4111 1st Ave NW,Seattle,USA
2014-05-27 00:00:00,293000.0,4.0,2.5,3250,235063,1.0,3,1973,17101-17103 SE 383rd St,Auburn,USA
2014-05-27 00:00:00,268000.0,4.0,2.0,1930,6600,1.0,4,1967,13436 Occidental Ave S,Burien,USA
2014-05-27 00:00:00,475000.0,4.0,3.5,3400,234352,2.0,3,1991,19132 Beall Rd SW,Vashon,USA
2014-05-27 00:00:00,488000.0,3.0,2.5,1590,2550,3.0,3,1985,6601-6699 28th Ave NW,Seattle,USA
2014-05-27 00:00:00,760000.0,4.0,2.5,3330,7399,2.0,3,2009,14009 NE 85th Ct,Redmond,USA
2014-05-27 00:00:00,1710000.0,5.0,4.5,4590,14685,2.0,3,2009,6402-6412 105th Ave NE,Kirkland,USA
2014-05-27 00:00:00,754950.0,3.0,2.5,2610,7256,2.0,3,2014,12108 NE 106th Pl,Kirkland,USA
2014-05-27 00:00:00,263900.0,3.0,2.5,1658,2700,2.0,3,2014,2150 S 262nd Ct,Des Moines,USA
2014-05-27 00:00:00,460000.0,3.0,3.5,1600,1431,2.0,3,2006,7906 6th Ave NW,Seattle,USA
2014-05-27 00:00:00,399950.0,3.0,3.0,1296,1051,3.0,3,2009,12303 Sand Point Way NE,Seattle,USA
2014-05-27 00:00:00,370000.0,2.0,2.25,1280,835,2.0,3,2009,3825 S Angeline St,Seattle,USA
2014-05-27 00:00:00,1149000.0,4.0,3.0,5940,11533,2.0,3,2004,6310 Fairway Pl SE,Snoqualmie,USA
2014-05-27 00:00:00,450800.0,4.0,3.25,2510,5311,2.0,3,2009,3617 NE 12th St,Renton,USA
2014-05-27 00:00:00,627000.0,3.0,3.5,2710,3475,2.0,3,2005,Shangri-La Way NW,Issaquah,USA
2014-05-27 00:00:00,495000.0,3.0,2.5,1750,1548,3.0,3,2013,3933 S Brandon St,Seattle,USA
2014-05-28 00:00:00,310000.0,3.0,1.0,1430,19901,1.5,4,1927,8308 NE 176th Pl,Kenmore,USA
2014-05-28 00:00:00,550000.0,4.0,1.0,1660,34848,1.0,1,1933,6056 156th Ave NE,Redmond,USA
2014-05-28 00:00:00,215000.0,2.0,1.0,1320,8865,1.0,4,1943,2496-2598 S 121st St,Burien,USA
2014-05-28 00:00:00,799000.0,4.0,3.0,2580,209523,2.0,3,1984,24927 NE 108th St,Redmond,USA
2014-05-28 00:00:00,630000.0,4.0,2.5,2740,43101,2.0,3,1993,18808 215th Way NE,Woodinville,USA
2014-05-28 00:00:00,267000.0,3.0,2.5,2495,4400,2.0,3,2007,35039 41st Pl S,Federal Way,USA
2014-05-28 00:00:00,900000.0,6.0,2.75,2300,24773,1.5,4,1950,2940 72nd Ave SE,Mercer Island,USA
2014-05-28 00:00:00,365000.0,3.0,1.5,1300,12240,1.0,3,1963,7343 NE 150th St,Kenmore,USA
2014-05-28 00:00:00,544500.0,4.0,2.5,2230,10414,1.0,5,1974,3022 254th Ave SE,Issaquah,USA
2014-05-28 00:00:00,599000.0,4.0,2.75,2020,2750,1.0,3,1917,3212 E Terrace St,Seattle,USA
2014-05-28 00:00:00,815000.0,4.0,2.25,2000,3800,2.0,3,2001,7708 16th Ave NE,Seattle,USA
2014-05-28 00:00:00,254000.0,2.0,1.0,1060,8187,1.0,4,1952,16708 N Park Ave N,Shoreline,USA
2014-05-28 00:00:00,740000.0,2.0,1.75,2080,4800,1.0,5,1923,333 NW 84th St,Seattle,USA
2014-05-28 00:00:00,225000.0,3.0,2.0,2030,24829,1.0,4,1979,36721 34th Ave S,Auburn,USA
2014-05-28 00:00:00,925000.0,3.0,2.5,2690,7000,2.0,5,1943,6825 48th Ave NE,Seattle,USA
2014-05-28 00:00:00,1285000.0,4.0,2.5,3240,10800,1.0,3,1946,5726 61st Ave NE,Seattle,USA
2014-05-28 00:00:00,537000.0,3.0,2.5,1550,12920,2.0,5,1999,11004 NE 108th St,Kirkland,USA
2014-05-28 00:00:00,335000.0,4.0,2.0,1480,3132,1.0,5,1910,5840 16th Ave S,Seattle,USA
2014-05-28 00:00:00,840000.0,4.0,2.75,3040,2800,2.0,3,1906,318 E Mercer St,Seattle,USA
2014-05-28 00:00:00,224000.0,3.0,1.5,1560,7300,1.0,4,1964,4205 S 288th Pl,Auburn,USA
2014-05-28 00:00:00,395000.0,3.0,2.5,2250,3757,2.0,3,2006,6730 SE 5th St,Renton,USA
2014-05-28 00:00:00,450000.0,3.0,1.0,1100,4600,1.0,3,1917,3920 42nd Ave SW,Seattle,USA
2014-05-28 00:00:00,681000.0,3.0,1.0,1700,6356,1.5,3,1907,4001 42nd Ave S,Seattle,USA
2014-05-28 00:00:00,898000.0,5.0,1.5,2680,28014,1.0,4,1963,2615 109th Pl NE,Bellevue,USA
2014-05-28 00:00:00,370000.0,3.0,1.0,800,2296,1.0,4,1908,125 N Bowdoin Pl,Seattle,USA
2014-05-28 00:00:00,429000.0,2.0,1.75,1350,6315,1.0,3,2005,23039 NE 130th St,Redmond,USA
2014-05-28 00:00:00,150000.0,3.0,1.0,820,7680,1.5,3,1910,8408 20th Ave SW,Seattle,USA
2014-05-28 00:00:00,555000.0,3.0,2.5,3160,4270,2.0,3,2006,11131 NE 162nd St,Bothell,USA
2014-05-28 00:00:00,326000.0,3.0,2.75,1720,28000,1.0,4,1958,18401 124th Ave SE,Renton,USA
2014-05-28 00:00:00,225000.0,3.0,2.5,1680,6755,2.0,3,1994,30410 128th Pl SE,Auburn,USA
2014-05-28 00:00:00,245100.0,3.0,1.75,1300,7958,1.0,3,1996,11022 SE 319th Ct,Auburn,USA
2014-05-28 00:00:00,665000.0,3.0,2.5,2190,10370,2.0,3,1987,1345 232nd Pl NE,Sammamish,USA
2014-05-28 00:00:00,535000.0,3.0,2.5,1720,4006,2.0,3,1994,4228 249th Ct SE,Issaquah,USA
2014-05-28 00:00:00,305000.0,3.0,1.0,1160,11776,1.0,3,1968,15803 197th Pl NE,Woodinville,USA
2014-05-28 00:00:00,999000.0,7.0,4.0,3150,34830,1.0,3,1957,714 145th Ave SE,Bellevue,USA
2014-05-28 00:00:00,215000.0,3.0,1.75,1210,8075,1.0,4,1983,127 Chicago Blvd S,Pacific,USA
2014-05-28 00:00:00,432500.0,3.0,1.75,1980,5100,1.0,3,1965,8516 Linden Ave N,Seattle,USA
2014-05-28 00:00:00,655000.0,4.0,2.5,2990,5669,2.0,3,2003,225 246th Ct NE,Sammamish,USA
2014-05-28 00:00:00,266200.0,3.0,1.5,1430,9600,1.0,4,1966,14217 SE 144th St,Renton,USA
2014-05-28 00:00:00,244615.0,3.0,2.5,2060,4030,2.0,3,1999,921 4th Ave N,Kent,USA
2014-05-28 00:00:00,460000.0,4.0,3.0,2230,52983,2.0,3,1991,27209 110th Ave SE,Kent,USA
2014-05-28 00:00:00,370000.0,4.0,2.5,3090,18645,2.0,3,1995,34711 5th Ave SW,Federal Way,USA
2014-05-28 00:00:00,465000.0,6.0,3.25,4250,23326,1.0,3,1967,29211 7th Pl S,Federal Way,USA
2014-05-28 00:00:00,1175000.0,3.0,2.5,1970,23180,1.0,3,1937,5923 Beach Dr SW,Seattle,USA
2014-05-28 00:00:00,189000.0,2.0,2.0,1700,3171,1.0,5,1927,508 D St SE,Auburn,USA
2014-05-28 00:00:00,820000.0,3.0,2.5,2510,5503,2.0,3,1995,6736 40th Ave SW,Seattle,USA
2014-05-28 00:00:00,968000.0,6.0,2.75,3610,17580,1.0,5,1959,20303 SE 40th St,Sammamish,USA
2014-05-28 00:00:00,1400000.0,4.0,3.25,2980,7000,2.0,3,1900,3115 S Norman St,Seattle,USA
2014-05-28 00:00:00,438750.0,3.0,1.75,1610,6480,1.0,4,1947,2003 NE 117th St,Seattle,USA
2014-05-28 00:00:00,1210000.0,4.0,2.75,3650,6982,2.0,4,1951,4911 NE 65th St,Seattle,USA
2014-05-28 00:00:00,600000.0,4.0,2.0,2510,38141,1.0,3,1960,13507 62nd Ave NE,Kirkland,USA
2014-05-28 00:00:00,589000.0,3.0,1.0,1110,6000,1.5,5,1932,3228 36th Ave W,Seattle,USA
2014-05-28 00:00:00,590000.0,3.0,2.0,1650,6150,2.0,4,1926,3627 48th Ave SW,Seattle,USA
2014-05-28 00:00:00,479900.0,3.0,2.0,1980,12150,1.0,3,1994,26272 142nd Ave SE,Kent,USA
2014-05-28 00:00:00,210000.0,2.0,1.5,880,1157,2.0,3,2007,9413 34th Ave SW,Seattle,USA
2014-05-28 00:00:00,745000.0,3.0,1.75,1490,9800,1.0,4,1947,10637 SE 29th St,Beaux Arts Village,USA
2014-05-28 00:00:00,840500.0,3.0,2.0,2520,5400,1.5,4,1906,1917 3rd Ave W,Seattle,USA
2014-05-28 00:00:00,420000.0,3.0,1.75,1820,22320,1.0,3,1977,4031 W Ames Lake Dr NE,Redmond,USA
2014-05-28 00:00:00,565000.0,7.0,4.5,4140,9066,1.0,3,1978,14007 35th Ave NE,Seattle,USA
2014-05-28 00:00:00,840000.0,4.0,2.5,3420,8405,2.0,3,2000,20525 NE 26th St,Sammamish,USA
2014-05-28 00:00:00,681716.0,4.0,2.5,3150,7277,2.0,3,2006,1224 N 27th Pl,Renton,USA
2014-05-28 00:00:00,600000.0,3.0,1.75,1580,7416,1.0,3,1967,12501 SE 4th Pl,Bellevue,USA
2014-05-28 00:00:00,380000.0,3.0,2.0,1660,8281,1.0,3,1949,5021 Fauntleroy Way SW,Seattle,USA
2014-05-28 00:00:00,168500.0,3.0,1.0,1100,10125,1.0,3,1969,17458 SE 262nd St,Covington,USA
2014-05-28 00:00:00,355000.0,2.0,1.0,1270,3200,1.0,4,1920,4038 Linden Ave N,Seattle,USA
2014-05-28 00:00:00,277000.0,4.0,1.0,1450,6250,1.0,3,1964,10020 18th Ave SW,Seattle,USA
2014-05-28 00:00:00,236000.0,4.0,2.25,1830,9485,1.0,4,1989,4235 SW 337th Pl,Federal Way,USA
2014-05-28 00:00:00,270000.0,3.0,1.75,1300,4127,1.0,4,1918,1309 SW Webster St,Seattle,USA
2014-05-28 00:00:00,700000.0,2.0,1.75,2320,5500,1.5,3,1925,1903 32nd Ave S,Seattle,USA
2014-05-28 00:00:00,425000.0,4.0,2.75,1680,9545,1.0,4,1979,7220 NE 152nd Pl,Kenmore,USA
2014-05-28 00:00:00,635000.0,3.0,2.5,2300,5500,1.5,4,1921,2739 31st Ave S,Seattle,USA
2014-05-28 00:00:00,510250.0,3.0,1.75,1400,4000,1.0,3,1951,8520 19th Ave NW,Seattle,USA
2014-05-28 00:00:00,960000.0,4.0,2.25,2410,4560,2.0,5,1929,7006 35th Ave NW,Seattle,USA
2014-05-28 00:00:00,254000.0,3.0,2.0,1480,7480,1.0,4,1992,21438 SE 277th St,Maple Valley,USA
2014-05-28 00:00:00,299000.0,3.0,1.0,1390,9624,1.5,4,1954,2544 NE 203rd St,Shoreline,USA
2014-05-28 00:00:00,175000.0,2.0,1.0,830,2699,1.0,3,1996,22775 SE 242nd Pl,Maple Valley,USA
2014-05-28 00:00:00,157500.0,2.0,1.0,740,9003,1.0,3,1949,20206-20212 108th Ave SE,Kent,USA
2014-05-28 00:00:00,580000.0,5.0,2.0,1940,6000,1.0,5,1945,8026 38th Ave NE,Seattle,USA
2014-05-28 00:00:00,124740.0,3.0,1.0,1340,15600,1.0,4,1978,31118 149th Ave SE,Kent,USA
2014-05-28 00:00:00,1970000.0,8.0,3.5,4440,6480,2.0,5,1959,1210 22nd Ave E,Seattle,USA
2014-05-28 00:00:00,285000.0,2.0,1.0,800,6240,1.0,3,1954,13332 30th Ave NE,Seattle,USA
2014-05-28 00:00:00,242000.0,3.0,1.75,1310,9645,1.0,3,1979,21860 Military Rd S,SeaTac,USA
2014-05-28 00:00:00,840000.0,4.0,1.75,2330,4000,2.0,5,1924,5036 36th Ave NE,Seattle,USA
2014-05-28 00:00:00,474800.0,2.0,3.25,1400,1243,3.0,3,2000,3648 Francis Ave N,Seattle,USA
